,Unnamed: 0,point_id,u,v,street_id,street,longitude,latitude
1307,91364,91364,1214021236,1254729633,31615,"LINESTRING (-83.0578769 42.3322705, -83.0577253 42.332320599999996)",-83.05777583333334,42.33230390000444
1308,91365,91365,1214021236,63015077,31616,"LINESTRING (-83.0578769 42.3322705, -83.057806 42.3321762, -83.0577976 42.332144400000004, -83.0577993 42.3320913, -83.05779699999998 42.33202829999999, -83.0577863 42.3319466, -83.0577753 42.331812, -83.05776709999999 42.3317913, -83.0577167 42.3316634)",-83.05779871694881,42.33207532947333
1309,91366,91366,1214021236,63015077,31616,"LINESTRING (-83.0578769 42.3322705, -83.057806 42.3321762, -83.0577976 42.332144400000004, -83.0577993 42.3320913, -83.05779699999998 42.33202829999999, -83.0577863 42.3319466, -83.0577753 42.331812, -83.05776709999999 42.3317913, -83.0577167 42.3316634)",-83.05777975353578,42.33186649511806
1310,91367,91367,1214021236,4507556723,31617,"LINESTRING (-83.0578769 42.3322705, -83.0580175 42.3322322, -83.0585352 42.332074399999996)",-83.05809771452324,42.33220774985831
1311,91368,91368,1214021236,4507556723,31617,"LINESTRING (-83.0578769 42.3322705, -83.0580175 42.3322322, -83.0585352 42.332074399999996)",-83.05831645726161,42.3321410749645
1312,91369,91369,1214021292,1215108182,31618,"LINESTRING (-83.05938589999998 42.335209799999994, -83.0595139 42.3351606)",-83.05942856666665,42.33519340000428
1314,91371,91371,1214021292,62837986,31619,"LINESTRING (-83.05938589999998 42.335209799999994, -83.0593047 42.33524220000001, -83.05809089999998 42.335611099999994, -83.05799079999998 42.335884899999996, -83.05795499999999 42.33598299999999)",-83.0589746252414,42.33534251705262
1315,91372,91372,1214021292,62837986,31619,"LINESTRING (-83.05938589999998 42.335209799999994, -83.0593047 42.33524220000001, -83.05809089999998 42.335611099999994, -83.05799079999998 42.335884899999996, -83.05795499999999 42.33598299999999)",-83.0585592078545,42.335468771398645
1316,91373,91373,1214021292,62837986,31619,"LINESTRING (-83.05938589999998 42.335209799999994, -83.0593047 42.33524220000001, -83.05809089999998 42.335611099999994, -83.05799079999998 42.335884899999996, -83.05795499999999 42.33598299999999)",-83.0581437904676,42.33559502549121
1317,91375,91375,1215108182,3836248251,31621,"LINESTRING (-83.0595139 42.3351606, -83.0592176 42.334646500000005, -83.0590557 42.334360199999985, -83.0589987 42.334220599999995)",-83.05933784953262,42.334855141359625
1319,91377,91377,1215361915,62618557,31622,"LINESTRING (-83.0391871 42.330159099999996, -83.0392372 42.330283699999995, -83.03923979999999 42.330287000000006, -83.03944529999998 42.330548199999996, -83.03951299999999 42.3306411)",-83.03927155506945,42.33032736223212
1321,91385,91385,1216281582,1216281582,31626,"LINESTRING (-83.04625570000002 42.32686339999999, -83.0463605 42.3268179, -83.046436 42.3267871, -83.04649789999999 42.3267786, -83.0465725 42.3267881, -83.0466338 42.32682239999999, -83.04667489999999 42.32686199999999, -83.04670749999998 42.326902, -83.0467926 42.327022799999995, -83.04681419999999 42.3270716, -83.0468014 42.3271153, -83.0467651 42.3271455, -83.04671079999999 42.32716589999999, -83.0466448 42.3271788, -83.0465788 42.327180899999995, -83.0465251 42.32717470000001, -83.0464963 42.3271633, -83.0464601 42.327138500000004, -83.046382 42.32703769999999, -83.04625570000002 42.32686339999999)",-83.0466495409462,42.32683756646206
1322,91386,91386,1216281582,1216281582,31626,"LINESTRING (-83.04625570000002 42.32686339999999, -83.0463605 42.3268179, -83.046436 42.3267871, -83.04649789999999 42.3267786, -83.0465725 42.3267881, -83.0466338 42.32682239999999, -83.04667489999999 42.32686199999999, -83.04670749999998 42.326902, -83.0467926 42.327022799999995, -83.04681419999999 42.3270716, -83.0468014 42.3271153, -83.0467651 42.3271455, -83.04671079999999 42.32716589999999, -83.0466448 42.3271788, -83.0465788 42.327180899999995, -83.0465251 42.32717470000001, -83.0464963 42.3271633, -83.0464601 42.327138500000004, -83.046382 42.32703769999999, -83.04625570000002 42.32686339999999)",-83.04678135530018,42.32713197630853
1323,91485,91485,1224328985,1224328996,31641,"LINESTRING (-83.0384633 42.3292327, -83.0371965 42.32977989999999, -83.0370787 42.329830799999996)",-83.03807548823175,42.329400217556085
1324,91486,91486,1224328985,1224328996,31641,"LINESTRING (-83.0384633 42.3292327, -83.0371965 42.32977989999999, -83.0370787 42.329830799999996)",-83.0376876764635,42.32956773466604
1325,91533,91533,1233667232,62707292,31664,"LINESTRING (-83.04961629999998 42.33639320000001, -83.04954 42.33647479999999)",-83.04959086666665,42.33642040001176
1326,91534,91534,1233667232,62707292,31664,"LINESTRING (-83.04961629999998 42.33639320000001, -83.04954 42.33647479999999)",-83.04956543333333,42.33644760001176
1327,91535,91535,1233667232,1233667292,31665,"LINESTRING (-83.04961629999998 42.33639320000001, -83.0494903 42.33634390000001, -83.0490494 42.3361567, -83.048321 42.3358474, -83.0482176 42.3357998)",-83.04922443958097,42.33623101943516
1328,91536,91536,1233667232,1233667292,31665,"LINESTRING (-83.04961629999998 42.33639320000001, -83.0494903 42.33634390000001, -83.0490494 42.3361567, -83.048321 42.3358474, -83.0482176 42.3357998)",-83.04883496321592,42.336065644011214
1329,91538,91538,1233667292,62882533,31667,"LINESTRING (-83.0482176 42.3357998, -83.0482631 42.335740599999994, -83.04834059999999 42.335653099999995, -83.0484999 42.335438999999994, -83.048584 42.33533160000001, -83.04863339999999 42.3352868)",-83.0483581787522,42.33562947410452
1330,91539,91539,1233667292,62882533,31667,"LINESTRING (-83.0482176 42.3357998, -83.0482631 42.335740599999994, -83.04834059999999 42.335653099999995, -83.0484999 42.335438999999994, -83.048584 42.33533160000001, -83.04863339999999 42.3352868)",-83.04848833092898,42.33545454891408
1331,91540,91540,1233720217,333441196,31668,"LINESTRING (-83.0458232 42.3325721, -83.045716 42.3327077, -83.0455986 42.33285599999999, -83.04553729999999 42.33293400000001)",-83.04572784915048,42.33269271172329
1332,91541,91541,1233720217,333441196,31668,"LINESTRING (-83.0458232 42.3325721, -83.045716 42.3327077, -83.0455986 42.33285599999999, -83.04553729999999 42.33293400000001)",-83.04563241360418,42.33281328659888
1333,91542,91542,1233720253,1233720217,31669,"LINESTRING (-83.0459691 42.3326465, -83.0459869 42.3325923, -83.0459815 42.3325665, -83.0459628 42.3325467, -83.04593629999998 42.332533899999994, -83.0459057 42.332533, -83.0458716 42.332540699999996, -83.0458232 42.3325721)",-83.04598285222592,42.332572960635865
1334,91543,91543,1233720253,1233720217,31669,"LINESTRING (-83.0459691 42.3326465, -83.0459869 42.3325923, -83.0459815 42.3325665, -83.0459628 42.3325467, -83.04593629999998 42.332533899999994, -83.0459057 42.332533, -83.0458716 42.332540699999996, -83.0458232 42.3325721)",-83.04590756776885,42.33253305493437
1335,91544,91544,1233720253,333440924,31670,"LINESTRING (-83.0459691 42.3326465, -83.046171 42.33238709999999, -83.04626599999999 42.3322651, -83.0463063 42.33222219999999, -83.0463151 42.3322126, -83.0463714 42.33216939999999, -83.04638649999998 42.3321578)",-83.04609951871,42.3324789388872
1336,91545,91545,1233720253,333440924,31670,"LINESTRING (-83.0459691 42.3326465, -83.046171 42.33238709999999, -83.04626599999999 42.3322651, -83.0463063 42.33222219999999, -83.0463151 42.3322126, -83.0463714 42.33216939999999, -83.04638649999998 42.3321578)",-83.04622995768408,42.33231138594935
1337,91546,91546,1234045341,8458114161,31671,"LINESTRING (-83.049708 42.332511999999994, -83.04970769999998 42.33244499999999, -83.0497062 42.3321276, -83.0497061 42.3321161)",-83.04970739297445,42.33238003352652
1338,91547,91547,1234045341,8458114161,31671,"LINESTRING (-83.049708 42.332511999999994, -83.04970769999998 42.33244499999999, -83.0497062 42.3321276, -83.0497061 42.3321161)",-83.04970676931298,42.33224806681799
1339,91548,91548,1234825302,591032061,31672,"LINESTRING (-83.0459129 42.33430059999999, -83.0459879 42.3342031, -83.0460252 42.3341545, -83.0460985 42.3340632, -83.04613439999999 42.3340253, -83.046194 42.3339624)",-83.04600142565182,42.334185476769
1340,91549,91549,1234825302,591032061,31672,"LINESTRING (-83.0459129 42.33430059999999, -83.0459879 42.3342031, -83.0460252 42.3341545, -83.0460985 42.3340632, -83.04613439999999 42.3340253, -83.046194 42.3339624)",-83.04609203748768,42.33407124949203
1341,91550,91550,1234918160,62728296,31673,"LINESTRING (-83.04097479999999 42.334292899999994, -83.0408615 42.334340999999995, -83.0403903 42.334541099999996, -83.0402842 42.3345863)",-83.04074456649462,42.3343906570934
1342,91551,91551,1234918160,62728296,31673,"LINESTRING (-83.04097479999999 42.334292899999994, -83.0408615 42.334340999999995, -83.0403903 42.334541099999996, -83.0402842 42.3345863)",-83.04051434124027,42.33448842465389
1343,91552,91552,1234918265,659609601,31674,"LINESTRING (-83.04190619999999 42.3339175, -83.04189609999999 42.33390179999999)",-83.04190283333332,42.33391226666711
1344,91553,91553,1234918265,659609601,31674,"LINESTRING (-83.04190619999999 42.3339175, -83.04189609999999 42.33390179999999)",-83.04189946666665,42.333907033333766
1345,91554,91554,1234918317,62728204,31675,"LINESTRING (-83.0412249 42.33437150000001, -83.0418838 42.3340909, -83.0419874 42.3340438)",-83.04147966251074,42.33426300665853
1346,91555,91555,1234918317,62728204,31675,"LINESTRING (-83.0412249 42.33437150000001, -83.0418838 42.3340909, -83.0419874 42.3340438)",-83.04173442502146,42.334154513129896
1347,91556,91556,1234918317,1234918265,31676,"LINESTRING (-83.0412249 42.33437150000001, -83.0412837 42.3342707, -83.04183079999999 42.334032799999996, -83.0418572 42.3340189, -83.04188030000002 42.3339996, -83.0418968 42.3339785, -83.0419085 42.33394959999999, -83.04190619999999 42.3339175)",-83.04143375594539,42.334205450026666
